zone_id,latitude,longitude,datetime,day_of_week,hour_of_day,temperature,humidity,precipitation,wind_speed,weather_condition,avg_speed,traffic_ratio,traffic_density,event_nearby,event_type,event_intensity,demand_surge
Z_022,28.60453,77.18759,11/11/2025 4:00,1,4,32.93085037,40.95040586,0.005944795,2.296377939,Clear,33.8199218,2.352051803,4,0,None,0,99
Z_013,28.55191,77.16009,11/8/2025 10:00,5,10,15.17570479,90.50991731,27.86142061,6.917784678,Storm,25.78269626,1.610543531,5,0,None,0,112
Z_024,28.55181,77.18355,11/8/2025 3:30,5,3,30.20672778,75.16015928,0.366289863,3.829305185,Clouds,53.26517262,2.088073208,1,0,None,0,117
Z_014,28.58794,77.18586,11/8/2025 22:30,5,22,35.67464185,55.27060795,0.006151077,4.245194175,Clear,32.30199289,1.677658589,4,0,None,0,120
Z_013,28.55191,77.16009,11/11/2025 11:30,1,11,31.11086487,68.58215082,0.352889571,2.177527816,Clouds,52.10914107,1.480792402,1,1,Festival,9653,118
Z_001,28.64286,77.23377,11/12/2025 8:00,2,8,17.56657733,99.6107134,28.502104,9.932953525,Storm,59.31902562,2.210700859,1,0,None,0,109
Z_009,28.60386,77.18462,11/8/2025 12:30,5,12,15.2001824,90.6630114,21.83746787,12.40914508,Storm,48.97729804,1.345545897,1,0,None,0,102
Z_012,28.62331,77.23953,11/12/2025 22:00,2,22,18.4655551,88.93787681,15.25775917,3.535158067,Rain,37.32505035,2.293408805,4,0,None,0,120
Z_013,28.55191,77.16009,11/11/2025 12:30,1,12,31.0173687,67.23298507,0.455827617,2.633996983,Clouds,44.54826516,2.951521728,2,0,None,0,100
Z_003,28.58686,77.19666,11/10/2025 22:00,0,22,23.66464163,81.08784021,12.51346335,6.608623217,Rain,39.33917508,2.046782262,2,0,None,0,130
Z_013,28.55191,77.16009,11/11/2025 7:30,1,7,33.26879602,52.35420381,0.080149826,4.965240635,Clear,44.21405106,2.289631823,3,1,Sports,8135,132
Z_001,28.64286,77.23377,11/11/2025 11:30,1,11,22.58255043,73.68247971,13.39125654,7.133612948,Rain,54.34614028,2.501882212,1,0,None,0,119
Z_029,28.61837,77.18943,11/9/2025 2:30,6,2,28.05290022,70.84254945,0.905151743,4.356206181,Clouds,40.53473782,1.547803713,2,0,None,0,108
Z_029,28.61837,77.18943,11/8/2025 3:30,5,3,20.09400037,86.78025193,10.55572656,10.43334858,Storm,20.14042003,2.630353858,6,0,None,0,107
Z_014,28.58794,77.18586,11/11/2025 12:30,1,12,17.47618176,95.49176854,10.26722904,6.057451469,Storm,50.97633124,2.4358106,1,1,Festival,9270,130
Z_002,28.61289,77.2388,11/12/2025 23:00,2,23,34.53260196,46.39880005,0.060303201,3.288862555,Clear,48.89914657,2.8511071,2,1,Concert,5450,132
Z_015,28.55521,77.24975,11/10/2025 2:00,0,2,29.23116108,51.28846951,0.104743603,4.06881376,Clear,59.49020678,1.371044129,1,0,None,0,98
Z_028,28.62141,77.16686,11/8/2025 19:30,5,19,25.93370423,49.07087655,0.081136123,2.912120622,Clear,59.05721288,1.787550481,1,1,Concert,4713,159
Z_008,28.57489,77.17002,11/11/2025 17:00,1,17,18.57510655,91.79359226,6.714608,7.328260465,Rain,34.99884026,1.832874512,3,1,Sports,4577,158
Z_006,28.63421,77.17508,11/10/2025 13:00,0,13,28.90664182,46.79977903,0.188832435,3.67181204,Clear,58.78304662,1.669795707,1,0,None,0,103
Z_022,28.60453,77.18759,11/10/2025 10:00,0,10,23.28645857,84.5940536,21.51230174,11.9712648,Storm,23.81483986,2.791255292,4,0,None,0,99
Z_010,28.58345,77.22354,11/8/2025 23:00,5,23,22.99406815,65.83673943,0.504139734,5.536512483,Clouds,20.55866054,2.078439758,6,0,None,0,117
Z_023,28.59908,77.19862,11/10/2025 4:30,0,4,22.17443425,85.3389644,27.13259335,6.980976509,Storm,24.56969109,2.169819478,6,0,None,0,97
Z_020,28.59019,77.21858,11/9/2025 15:30,6,15,26.20422391,57.23445637,0.768778182,2.238575974,Clouds,56.39497452,1.875351665,1,0,None,0,110
Z_027,28.58919,77.23499,11/9/2025 1:30,6,1,25.58525963,79.47631,0.563695665,5.495794705,Clouds,40.24725346,2.12551492,3,0,None,0,115
Z_002,28.61289,77.2388,11/8/2025 23:00,5,23,29.21819625,40.75837524,0.196539603,3.104152324,Clear,21.79114393,2.002899192,5,0,None,0,117
Z_003,28.58686,77.19666,11/9/2025 11:00,6,11,18.9340259,90.62269665,28.95910961,13.70089585,Storm,23.57244108,2.158629561,4,0,None,0,114
Z_008,28.57489,77.17002,11/10/2025 9:30,0,9,18.57015829,83.63685215,18.90943327,13.63142969,Storm,34.83515065,2.714192105,4,0,None,0,109
Z_011,28.58613,77.21735,11/9/2025 4:30,6,4,26.5348193,87.22010013,16.04903624,7.214869755,Rain,44.45441359,1.65694491,1,0,None,0,142
Z_022,28.60453,77.18759,11/10/2025 5:00,0,5,21.36200833,78.32544942,1.708067119,5.420878818,Rain,57.23017169,1.608789866,1,0,None,0,115
Z_016,28.56205,77.24972,11/11/2025 4:00,1,4,33.59867134,44.34705995,0.03343943,3.501732474,Clear,28.49690306,2.420063034,4,0,None,0,100
Z_030,28.62278,77.21054,11/10/2025 20:00,0,20,26.49982867,46.92882866,0.16745907,2.584928364,Clear,28.04770331,1.898491967,4,0,None,0,123
Z_012,28.62331,77.23953,11/8/2025 3:30,5,3,24.70011247,83.26604203,26.75402269,9.362599098,Storm,57.60647705,2.9674479,1,0,None,0,106
Z_021,28.62581,77.20437,11/11/2025 0:30,1,0,16.51139779,95.46787897,22.55756825,9.954682885,Storm,37.11946094,1.422672067,3,1,Sports,7582,126
Z_024,28.55181,77.18355,11/10/2025 22:00,0,22,37.3086642,40.97113945,0.057303074,3.279424185,Clear,58.99928343,1.575054193,1,0,None,0,98
Z_030,28.62278,77.21054,11/8/2025 23:30,5,23,22.34153737,99.747172,14.82472987,2.038050676,Rain,54.38640281,2.426183146,1,0,None,0,124
Z_019,28.56977,77.23655,11/11/2025 11:30,1,11,22.92741767,97.33058171,17.70325186,2.838645317,Rain,32.76034931,2.635646743,4,0,None,0,126
Z_008,28.57489,77.17002,11/10/2025 5:00,0,5,29.82456161,55.29497309,0.049996918,2.699763817,Clear,24.03944649,2.741689394,5,0,None,0,94
Z_023,28.59908,77.19862,11/8/2025 18:00,5,18,25.38595349,82.46925921,4.406642751,2.502503787,Rain,51.18345639,2.159216025,2,0,None,0,148
Z_002,28.61289,77.2388,11/11/2025 8:30,1,8,34.32229418,41.32155977,0.01881243,2.843585759,Clear,29.80996776,2.400822658,4,0,None,0,118
Z_020,28.59019,77.21858,11/9/2025 8:30,6,8,31.67110472,60.11866052,0.904232478,2.649172897,Clouds,47.55754429,2.975469241,2,0,None,0,129
Z_014,28.58794,77.18586,11/12/2025 23:00,2,23,28.75291032,50.08791459,0.31903922,5.364928111,Clouds,40.96896227,1.89814867,2,1,Sports,4095,136
Z_004,28.56024,77.1965,11/8/2025 13:30,5,13,17.09800883,85.99739682,22.16062452,12.22218823,Storm,50.72338005,1.727135582,1,0,None,0,113
Z_024,28.55181,77.18355,11/11/2025 11:00,1,11,31.9555648,54.66616721,0.257033108,5.333350524,Clouds,40.99310303,2.292490672,2,0,None,0,97
Z_006,28.63421,77.17508,11/9/2025 6:30,6,6,30.04115432,67.95706412,0.017125036,3.431462103,Clouds,53.87176744,2.366169134,1,0,None,0,112
Z_007,28.55053,77.18741,11/8/2025 6:00,5,6,24.8328879,91.50886362,13.45085901,12.51770805,Storm,27.03753213,2.788661538,4,0,None,0,120
Z_025,28.62903,77.20086,11/9/2025 15:00,6,15,26.77327705,63.25997338,0.927817611,3.613105441,Clouds,23.50178639,1.339651804,4,1,Festival,3082,139
Z_001,28.64286,77.23377,11/8/2025 20:30,5,20,26.25221862,56.10555405,0.04194797,4.029397141,Clouds,57.73421952,1.947844379,1,1,Festival,7572,153
Z_019,28.56977,77.23655,11/10/2025 9:00,0,9,18.16330721,88.02988061,12.63556535,4.157487317,Rain,32.9644582,2.604421264,5,0,None,0,142
Z_020,28.59019,77.21858,11/10/2025 6:00,0,6,18.17008791,96.77263873,22.64730746,11.00378067,Storm,33.99359579,1.807690912,3,0,None,0,109
Z_027,28.58919,77.23499,11/8/2025 11:30,5,11,20.74447788,91.24254304,16.69644118,12.09461653,Storm,39.87873002,2.285531249,2,1,Sports,3595,147
Z_017,28.6255,77.21593,11/10/2025 19:30,0,19,21.75891538,98.5278752,20.27447401,14.9341941,Storm,53.69865584,1.711407347,1,1,Sports,9243,156
Z_014,28.58794,77.18586,11/12/2025 0:30,2,0,15.7686716,90.6507509,13.56151236,8.221524859,Storm,35.61377321,2.680622704,3,0,None,0,104
Z_012,28.62331,77.23953,11/12/2025 2:00,2,2,26.12076262,54.58214262,0.804319934,5.505198237,Clouds,53.54541028,1.906869696,1,0,None,0,101
Z_025,28.62903,77.20086,11/9/2025 16:30,6,16,21.95585021,94.83982374,18.43388496,6.488340246,Storm,37.23484792,2.538805551,3,0,None,0,118
Z_023,28.59908,77.19862,11/9/2025 17:30,6,17,35.88423201,47.70873064,0.084447974,2.644242071,Clear,55.04734387,2.426227766,1,0,None,0,115
Z_005,28.59968,77.24971,11/10/2025 14:00,0,14,31.58498959,58.94182735,0.2511272,4.834294571,Clouds,25.28462,1.898709885,6,0,None,0,96
Z_007,28.55053,77.18741,11/11/2025 15:30,1,15,27.57820436,77.13582955,12.26352967,5.891985587,Rain,20.50391221,2.135714651,5,0,None,0,117
Z_004,28.56024,77.1965,11/8/2025 8:30,5,8,35.01420066,50.79200639,0.02943744,3.038279468,Clear,57.95049611,2.92304327,1,0,None,0,136
Z_006,28.63421,77.17508,11/12/2025 22:00,2,22,23.41021746,59.06368026,0.696481547,4.470431052,Clouds,43.23313132,1.915638566,2,0,None,0,107
Z_024,28.55181,77.18355,11/8/2025 11:00,5,11,20.90975023,93.75148462,13.39885096,14.9399569,Storm,57.01946401,2.36723338,1,1,Festival,2967,151
Z_024,28.55181,77.18355,11/11/2025 2:30,1,2,27.70915367,72.60579615,15.96211366,2.173236054,Rain,50.27585482,1.487617774,2,0,None,0,117
Z_005,28.59968,77.24971,11/9/2025 23:30,6,23,30.91124945,67.94162651,0.219651415,4.600374109,Clouds,23.39054037,2.928905823,6,1,Concert,1798,131
Z_016,28.56205,77.24972,11/9/2025 22:00,6,22,26.82895578,71.47709565,2.505016674,6.485804061,Rain,51.28661981,1.120587465,1,1,Sports,2851,175
Z_006,28.63421,77.17508,11/8/2025 22:00,5,22,21.62666071,81.92786866,15.34427802,10.45498981,Storm,53.24702525,1.970606696,1,0,None,0,125
Z_018,28.6396,77.15252,11/11/2025 7:30,1,7,30.03065625,58.80087963,0.543684185,3.812016156,Clouds,44.44273402,2.502697055,2,1,Concert,2601,131
Z_007,28.55053,77.18741,11/10/2025 13:00,0,13,27.91119641,52.72005105,0.128196168,3.3957112,Clouds,24.52311102,1.034186909,4,1,Sports,2687,133
Z_015,28.55521,77.24975,11/8/2025 1:00,5,1,35.36336153,52.25650139,0.041304951,3.108706707,Clear,33.98141064,2.7047151,4,0,None,0,102
Z_016,28.56205,77.24972,11/12/2025 6:30,2,6,34.82505379,43.14502643,0.181310479,3.564471036,Clear,35.24539938,1.974434592,3,0,None,0,96
Z_022,28.60453,77.18759,11/9/2025 16:30,6,16,35.24099721,58.10914822,0.122267276,1.773360187,Clear,25.36751901,2.856289109,4,0,None,0,119
Z_019,28.56977,77.23655,11/11/2025 5:30,1,5,28.75222125,78.16130403,0.354187847,2.545770366,Clouds,27.3392394,2.526072774,4,0,None,0,92
Z_027,28.58919,77.23499,11/11/2025 3:30,1,3,22.1816541,90.13037298,6.677925867,2.10123727,Rain,54.34948374,2.538441564,1,0,None,0,133
Z_004,28.56024,77.1965,11/8/2025 14:00,5,14,24.1816403,73.4829531,9.818802937,4.6059183,Rain,21.00087872,2.437918063,6,0,None,0,137
Z_019,28.56977,77.23655,11/8/2025 8:00,5,8,27.63253626,61.53441485,0.82859709,4.068928191,Clouds,43.00845392,2.735963213,1,0,None,0,132
Z_029,28.61837,77.18943,11/11/2025 0:00,1,0,18.89964742,81.99434391,18.06065685,14.88679718,Storm,20.82939848,2.534420593,6,0,None,0,92
Z_020,28.59019,77.21858,11/10/2025 4:00,0,4,26.56619196,51.34634151,0.456094502,3.49476013,Clouds,40.03813935,1.535033912,3,0,None,0,97
Z_012,28.62331,77.23953,11/8/2025 13:00,5,13,23.92969911,51.40165074,0.445558465,5.168685467,Clouds,33.16647479,1.052337784,4,0,None,0,114
Z_030,28.62278,77.21054,11/10/2025 11:00,0,11,27.00892139,79.12249378,11.48488329,6.937482282,Rain,26.4804107,2.261546139,5,0,None,0,117
Z_018,28.6396,77.15252,11/11/2025 16:30,1,16,36.88176902,49.54928937,0.085115512,3.459199366,Clear,30.64454737,1.593229473,3,0,None,0,94
Z_028,28.62141,77.16686,11/11/2025 11:30,1,11,19.53436237,85.88352544,17.9526424,6.40059455,Rain,21.63613027,1.285007988,6,0,None,0,134
Z_019,28.56977,77.23655,11/10/2025 22:30,0,22,26.93960848,61.33091674,0.800622631,2.647565333,Clouds,24.61867519,1.135479138,4,0,None,0,94
Z_027,28.58919,77.23499,11/10/2025 22:00,0,22,30.91347069,50.68143679,0.663307347,3.212201156,Clouds,49.48711659,2.376650872,1,0,None,0,91
Z_008,28.57489,77.17002,11/11/2025 21:30,1,21,31.44236617,60.44470772,0.252235256,4.316515404,Clouds,59.77340384,2.489951121,1,0,None,0,124
Z_029,28.61837,77.18943,11/9/2025 7:30,6,7,36.51173092,50.74666261,0.199606745,1.975211848,Clear,26.41665473,2.338894636,5,0,None,0,120
Z_019,28.56977,77.23655,11/10/2025 18:30,0,18,21.9839935,88.48822186,10.73908972,6.660602487,Rain,59.7989406,2.472654531,1,0,None,0,135
Z_009,28.60386,77.18462,11/8/2025 3:00,5,3,25.13871636,86.52242414,4.072275638,7.363554561,Rain,28.82925447,2.151275802,4,1,Festival,3086,159
Z_004,28.56024,77.1965,11/10/2025 8:30,0,8,22.72269737,84.23584275,1.853034541,2.774687139,Rain,57.73012933,2.845477897,1,0,None,0,129
Z_006,28.63421,77.17508,11/10/2025 19:30,0,19,20.83214702,83.40046452,11.82070576,12.44302792,Storm,50.29604944,1.56198966,1,0,None,0,116
Z_003,28.58686,77.19666,11/9/2025 10:30,6,10,26.64301102,56.31404911,0.148155051,3.256067912,Clear,55.54850721,2.570514684,1,0,None,0,123
Z_005,28.59968,77.24971,11/9/2025 6:00,6,6,26.51657223,51.26862018,0.159808985,4.785624599,Clouds,26.91263317,1.527416796,5,0,None,0,112
Z_002,28.61289,77.2388,11/8/2025 4:00,5,4,17.61305732,98.98502152,24.57714152,12.16402634,Storm,32.3405837,2.272307864,4,0,None,0,120
Z_026,28.62022,77.24742,11/12/2025 5:00,2,5,36.43909011,45.69201153,0.045340191,2.726884333,Clear,56.0945352,1.487281371,1,0,None,0,104
Z_002,28.61289,77.2388,11/9/2025 4:00,6,4,24.20266535,81.84521956,27.86951284,11.36699322,Storm,49.11448313,2.078979764,2,0,None,0,107
Z_021,28.62581,77.20437,11/11/2025 22:30,1,22,22.34114898,58.76529879,0.383648291,4.495066791,Clouds,36.84777391,1.207424368,3,0,None,0,97
Z_010,28.58345,77.22354,11/12/2025 23:00,2,23,27.51146076,61.3535717,0.74776658,4.591987213,Clouds,23.48352473,1.093859032,6,0,None,0,97
Z_022,28.60453,77.18759,11/9/2025 9:00,6,9,26.35245428,45.48255722,0.189595882,4.663275192,Clear,26.62713937,1.343885612,4,0,None,0,142
Z_021,28.62581,77.20437,11/9/2025 16:30,6,16,15.14614663,89.97002794,25.06271171,10.69859654,Storm,52.00926508,2.169475058,1,0,None,0,109
Z_001,28.64286,77.23377,11/10/2025 2:00,0,2,23.38125941,95.76947093,15.04067456,5.91626282,Storm,33.50839344,2.739949743,4,0,None,0,106
Z_028,28.62141,77.16686,11/12/2025 8:00,2,8,23.24142326,59.10952471,0.044539521,2.007314582,Clouds,20.37847178,2.933571437,5,0,None,0,126
Z_022,28.60453,77.18759,11/12/2025 9:00,2,9,22.74082606,97.62952544,24.71992693,12.15057323,Storm,55.7760307,1.613008528,1,1,Concert,7892,138
Z_017,28.6255,77.21593,11/8/2025 0:30,5,0,16.8353867,97.43647466,22.47604808,5.448871627,Storm,52.07195396,1.107505979,1,0,None,0,101
Z_026,28.62022,77.24742,11/10/2025 21:30,0,21,22.3180012,89.74917769,17.42073445,14.98063365,Storm,54.42271302,1.901022731,1,0,None,0,128
Z_006,28.63421,77.17508,11/12/2025 16:30,2,16,27.54233572,60.75096467,0.561406341,3.020307917,Clouds,57.42180202,1.510950731,1,0,None,0,97
Z_007,28.55053,77.18741,11/10/2025 14:30,0,14,22.09815117,55.24098407,0.056823834,2.323877927,Clouds,22.70676748,2.075630287,6,1,Sports,9818,141
Z_026,28.62022,77.24742,11/8/2025 18:30,5,18,28.71360451,68.94693483,0.713134514,3.246611715,Clouds,35.07300676,2.750672862,3,0,None,0,121
Z_030,28.62278,77.21054,11/10/2025 3:00,0,3,29.48535013,52.4902363,0.111665837,2.470238421,Clouds,40.29194923,2.874466842,2,0,None,0,106
Z_002,28.61289,77.2388,11/10/2025 5:00,0,5,20.85919058,96.27103162,16.79061263,6.765853548,Storm,43.71091155,2.1615573,2,1,Sports,5007,112
Z_027,28.58919,77.23499,11/12/2025 14:00,2,14,15.32863388,90.00838522,20.79875998,10.15162411,Storm,50.6438575,1.488393687,1,0,None,0,104
Z_003,28.58686,77.19666,11/12/2025 4:30,2,4,22.46907641,51.23582529,0.393898197,5.505686492,Clouds,27.63267767,2.683209028,4,0,None,0,96
Z_018,28.6396,77.15252,11/11/2025 23:30,1,23,37.88072009,53.62432116,0.057759987,2.380419427,Clear,51.20324766,1.618324793,1,0,None,0,97
Z_017,28.6255,77.21593,11/9/2025 17:00,6,17,30.7762658,58.83126464,0.004056426,2.676085413,Clear,37.5284308,1.893233367,3,1,Festival,3273,147
Z_029,28.61837,77.18943,11/11/2025 6:00,1,6,21.07542365,97.52222599,18.85272371,10.79827279,Storm,22.12505002,1.90531328,6,0,None,0,97
Z_010,28.58345,77.22354,11/9/2025 22:00,6,22,26.57395805,50.00852047,0.038980111,5.510366567,Clouds,24.29092161,1.141884358,5,0,None,0,119
Z_005,28.59968,77.24971,11/10/2025 0:00,0,0,23.6907187,52.17627456,0.067494381,2.522366277,Clouds,44.93952249,2.966258118,1,0,None,0,104
Z_009,28.60386,77.18462,11/9/2025 5:00,6,5,29.73845647,54.0664431,0.706403801,3.0587609,Clouds,20.44871727,1.242918971,5,0,None,0,107
Z_025,28.62903,77.20086,11/8/2025 5:00,5,5,19.30396503,93.59469924,3.441970602,4.85933436,Rain,20.25295583,2.242162578,6,0,None,0,146
Z_014,28.58794,77.18586,11/11/2025 0:30,1,0,26.88137082,67.34277557,0.160717209,5.858574445,Clouds,45.03316718,1.065442254,3,0,None,0,99
Z_008,28.57489,77.17002,11/10/2025 13:30,0,13,25.08869896,60.10427895,0.662377295,5.739494015,Clouds,37.28282122,1.368633609,2,0,None,0,109
Z_028,28.62141,77.16686,11/10/2025 22:30,0,22,24.64604369,81.27561216,12.98471665,4.654702617,Rain,41.39124841,2.568931002,2,0,None,0,114
Z_025,28.62903,77.20086,11/8/2025 23:30,5,23,33.73437935,57.64136491,0.122603047,3.475916258,Clear,28.0222909,1.949178326,4,1,Concert,2700,156
Z_030,28.62278,77.21054,11/12/2025 15:00,2,15,24.95690276,96.2758162,11.98830161,5.099808255,Rain,45.52996358,2.668518414,2,0,None,0,128
Z_007,28.55053,77.18741,11/8/2025 3:00,5,3,24.94980326,84.42340394,4.852227937,2.306413074,Rain,40.0084847,2.799178217,2,0,None,0,123
Z_021,28.62581,77.20437,11/12/2025 18:00,2,18,27.6416065,54.27296447,0.105583316,4.672938709,Clear,39.22235776,1.376779229,3,0,None,0,103
Z_012,28.62331,77.23953,11/11/2025 10:00,1,10,36.83876382,44.06381216,0.032963532,3.968814878,Clear,51.06132138,1.040709412,1,0,None,0,103
Z_026,28.62022,77.24742,11/8/2025 16:00,5,16,20.95651184,70.26487609,17.41584652,3.422497242,Rain,25.189148,2.72981596,4,0,None,0,135
Z_001,28.64286,77.23377,11/9/2025 18:00,6,18,29.37877111,49.52277263,0.009225642,3.165810165,Clear,25.75028509,2.31427711,5,0,None,0,113
Z_026,28.62022,77.24742,11/8/2025 20:00,5,20,19.5031995,86.42628595,10.63824816,11.92882509,Storm,23.6895046,2.179421136,4,0,None,0,132
Z_010,28.58345,77.22354,11/11/2025 1:00,1,1,33.10244598,42.37482284,0.130441617,2.565445165,Clear,24.34738323,1.450126147,4,1,Sports,1552,125
Z_013,28.55191,77.16009,11/9/2025 10:00,6,10,20.28297578,81.74162387,16.62075524,7.760568734,Rain,31.34404046,2.05270439,4,0,None,0,134
Z_020,28.59019,77.21858,11/9/2025 18:30,6,18,25.57829561,82.82165612,3.949488257,4.002981086,Rain,46.75195717,1.306328658,2,1,Sports,5916,180
Z_025,28.62903,77.20086,11/11/2025 2:00,1,2,18.67853465,87.04699717,4.994216534,5.1464983,Rain,51.87504315,1.930798604,1,0,None,0,130
Z_008,28.57489,77.17002,11/12/2025 4:00,2,4,33.61351439,44.9423858,0.11694256,3.514814698,Clear,24.76483884,2.726845584,6,1,Concert,9932,143
Z_015,28.55521,77.24975,11/9/2025 15:00,6,15,20.53007022,84.67680794,14.73810601,6.208423033,Storm,48.5918045,2.799427168,1,0,None,0,123
Z_019,28.56977,77.23655,11/12/2025 11:30,2,11,28.3232503,59.21024358,0.604854267,4.10025808,Clouds,49.75487715,2.722344482,1,0,None,0,98
Z_014,28.58794,77.18586,11/12/2025 12:30,2,12,21.21698866,85.27383795,21.74625731,6.885951148,Storm,31.39861577,2.5455379,3,0,None,0,97
Z_010,28.58345,77.22354,11/9/2025 10:30,6,10,26.36183146,75.68818671,0.75568305,3.465002614,Clouds,50.17559551,1.844367603,2,0,None,0,118
Z_021,28.62581,77.20437,11/8/2025 0:00,5,0,32.74277172,57.88834115,0.175438636,2.204297532,Clear,32.87920762,2.528316161,3,0,None,0,108
Z_013,28.55191,77.16009,11/9/2025 19:00,6,19,21.69598353,90.39103128,21.59815253,11.32470389,Storm,54.16827321,1.827829993,1,0,None,0,141
Z_029,28.61837,77.18943,11/12/2025 16:00,2,16,22.22918614,86.20255786,24.34723867,8.100538188,Storm,30.16432477,2.251036015,3,0,None,0,90
Z_025,28.62903,77.20086,11/11/2025 9:30,1,9,26.27539734,50.13481665,0.121858424,2.374574422,Clear,58.95206338,2.307568949,1,0,None,0,107
Z_018,28.6396,77.15252,11/8/2025 23:30,5,23,21.92161638,80.30767601,1.701668767,5.821481049,Rain,57.4525736,1.466249605,1,1,Festival,3712,171
Z_029,28.61837,77.18943,11/9/2025 8:00,6,8,30.46179278,54.92297061,0.132614694,3.626763643,Clear,57.6327632,1.769030217,1,0,None,0,138
Z_029,28.61837,77.18943,11/12/2025 1:30,2,1,17.73518556,84.9852975,28.5728974,7.52689407,Storm,33.98050286,2.096346568,3,0,None,0,92
Z_020,28.59019,77.21858,11/8/2025 17:30,5,17,25.30392045,54.83701081,0.935755351,5.166699239,Clouds,44.15415128,2.934533087,2,0,None,0,109
Z_005,28.59968,77.24971,11/12/2025 20:30,2,20,31.81281949,48.78785306,0.186437618,3.030695238,Clear,54.06118248,1.64177548,1,0,None,0,114
Z_025,28.62903,77.20086,11/8/2025 8:00,5,8,20.7129592,88.99379509,21.85386663,12.94384207,Storm,21.23293669,1.662971713,5,0,None,0,130
Z_029,28.61837,77.18943,11/9/2025 14:30,6,14,30.86505135,44.88709103,0.026029597,1.54446719,Clear,44.53406217,2.109784704,1,0,None,0,112
Z_021,28.62581,77.20437,11/9/2025 8:30,6,8,26.11673381,46.05101767,0.052020829,2.394180834,Clear,55.92522492,1.322465723,1,0,None,0,122
Z_007,28.55053,77.18741,11/12/2025 12:00,2,12,21.2363968,96.56196751,26.18237033,14.46991435,Storm,48.71773131,2.570987845,1,0,None,0,104
Z_008,28.57489,77.17002,11/9/2025 23:30,6,23,19.54402501,93.48137094,5.194457629,5.676172883,Rain,24.89220152,1.734500903,5,0,None,0,133
Z_007,28.55053,77.18741,11/10/2025 11:30,0,11,26.88600465,51.46290968,0.155765795,1.160865576,Clear,22.17561538,2.343659967,5,0,None,0,100
Z_024,28.55181,77.18355,11/8/2025 1:00,5,1,21.39923222,95.72438389,29.53196582,10.63925727,Storm,51.5360304,1.263138408,1,0,None,0,108
Z_017,28.6255,77.21593,11/11/2025 14:00,1,14,26.7923332,78.78923306,0.678892654,5.662251941,Clouds,42.23188491,2.067586443,3,0,None,0,93
Z_024,28.55181,77.18355,11/8/2025 5:30,5,5,23.10234314,78.7689049,16.14163308,5.876693949,Rain,50.29665003,2.464948694,1,0,None,0,140
Z_016,28.56205,77.24972,11/8/2025 23:30,5,23,25.18486177,59.95822547,0.731989137,4.705633693,Clouds,29.58759143,2.291751721,4,0,None,0,114
Z_007,28.55053,77.18741,11/8/2025 12:30,5,12,26.72348093,60.52105604,0.051753514,4.197427509,Clouds,51.49192385,2.425136567,1,0,None,0,118
Z_002,28.61289,77.2388,11/10/2025 18:30,0,18,30.20530138,51.53576952,0.063239516,1.869671459,Clear,38.36051798,1.380900501,3,0,None,0,115
Z_017,28.6255,77.21593,11/9/2025 23:00,6,23,16.1267312,87.95669032,21.69090819,6.724926746,Storm,31.54608739,1.920722208,4,0,None,0,107
Z_022,28.60453,77.18759,11/11/2025 2:30,1,2,22.59303887,74.49183038,0.578296213,3.229295436,Clouds,41.68010621,2.429131219,3,0,None,0,95
Z_026,28.62022,77.24742,11/10/2025 19:00,0,19,26.55338957,92.85872528,2.765413858,7.444022417,Rain,41.58861896,1.388961545,2,1,Sports,5502,161
Z_011,28.58613,77.21735,11/8/2025 1:00,5,1,27.67422932,66.21116569,0.614358773,3.553351153,Clouds,20.22924063,2.130241044,6,0,None,0,120
Z_025,28.62903,77.20086,11/11/2025 12:30,1,12,31.92309149,57.46195395,0.815319981,4.375163998,Clouds,58.59906407,1.335376401,1,1,Concert,7570,127
Z_025,28.62903,77.20086,11/9/2025 22:00,6,22,24.91032332,92.20206503,14.31878943,2.400424597,Rain,45.93546282,1.677465805,3,0,None,0,129
Z_019,28.56977,77.23655,11/12/2025 0:00,2,0,26.25663595,77.24973406,0.021724688,3.675707223,Clouds,52.86611955,1.84206411,1,1,Concert,9341,129
Z_029,28.61837,77.18943,11/9/2025 8:30,6,8,15.64903954,96.17438119,17.80747398,9.160036533,Storm,51.91380853,1.707744914,1,1,Concert,6691,158
Z_018,28.6396,77.15252,11/11/2025 15:00,1,15,29.3610314,79.26278093,0.276755531,5.05981906,Clouds,35.29139151,2.824708185,4,0,None,0,93
Z_004,28.56024,77.1965,11/9/2025 22:00,6,22,22.97978009,68.9090356,0.643450821,4.855898192,Clouds,58.4142656,1.286329966,1,0,None,0,118
Z_020,28.59019,77.21858,11/8/2025 1:00,5,1,33.43149509,42.73944443,0.135913684,2.131125657,Clear,22.90348731,2.787331632,5,1,Concert,9206,140
Z_012,28.62331,77.23953,11/9/2025 15:00,6,15,22.9701729,73.96370232,0.109522284,3.770590799,Clouds,45.41454241,1.418589482,2,0,None,0,124
Z_024,28.55181,77.18355,11/12/2025 4:00,2,4,33.99901035,58.82586302,0.116504319,1.697565525,Clear,32.15096415,2.064263234,4,1,Festival,1354,131
Z_023,28.59908,77.19862,11/8/2025 10:00,5,10,30.25264304,70.06022445,0.691858551,5.185856938,Clouds,54.74510851,2.770704672,1,0,None,0,116
